101,feature_viewed,2024-03-01 12:00:00.000,12,web,chrome,5001
101,feature_clicked,2024-03-01 12:01:00.000,12,web,chrome,5001
101,feature_used,2024-03-01 12:03:00.000,12,web,chrome,5001
102,feature_viewed,2024-03-01 12:05:00.000,12,mobile,iPhone,5002
102,feature_clicked,2024-03-01 12:06:00.000,12,mobile,iPhone,5002
103,feature_viewed,2024-03-01 12:10:00.000,12,tablet,iPad,5003
104,feature_viewed,2024-03-01 12:15:00.000,12,web,firefox,5004
104,feature_clicked,2024-03-01 12:16:00.000,12,web,firefox,5004
104,feature_used,2024-03-01 12:18:00.000,12,web,firefox,5004
105,feature_viewed,2024-03-01 12:20:00.000,12,mobile,Android,5005
308,feature_clicked,2025-03-13 02:45:52.227,2,tablet,iPad,5326
888,feature_viewed,2025-03-09 02:45:52.227,2,web,firefox,5307
707,feature_clicked,2025-03-16 02:45:52.227,2,web,firefox,5025
164,feature_viewed,2025-03-02 02:45:52.227,2,web,iPhone,5342
202,feature_used,2025-02-27 02:45:52.227,2,tablet,chrome,5256
899,feature_viewed,2025-03-24 02:45:52.230,2,web,iPhone,5382
958,feature_clicked,2025-02-24 02:45:52.230,2,mobile,chrome,5054
394,feature_viewed,2025-03-21 02:45:52.230,2,web,chrome,5041
401,feature_viewed,2025-03-15 02:45:52.230,2,mobile,chrome,5260
400,feature_clicked,2025-03-06 02:45:52.230,2,mobile,iPhone,5487
706,feature_viewed,2025-03-04 02:45:52.230,2,web,iPhone,5230
919,feature_viewed,2025-03-14 02:45:52.263,2,web,chrome,5437
572,feature_used,2025-03-25 02:45:52.267,2,web,iPhone,5225
533,feature_viewed,2025-03-19 02:45:52.267,2,mobile,iPhone,5052
432,feature_viewed,2025-02-26 02:45:52.280,2,web,iPhone,5002
725,feature_clicked,2025-03-23 02:45:52.283,2,web,iPhone,5320
682,feature_clicked,2025-02-25 02:45:52.283,2,mobile,Android,5445
856,feature_used,2025-03-19 02:45:52.283,2,web,firefox,5283
214,feature_clicked,2025-03-07 02:45:52.283,2,tablet,firefox,5216
802,feature_clicked,2025-03-24 02:45:52.283,2,tablet,iPad,5256
416,feature_clicked,2025-03-19 02:45:52.297,2,mobile,firefox,5082
204,feature_used,2025-03-10 02:45:52.297,2,web,chrome,5348
735,feature_clicked,2025-03-05 02:45:52.297,2,web,chrome,5252
154,feature_clicked,2025-03-13 02:45:52.297,2,web,iPhone,5273
700,feature_clicked,2025-03-22 02:45:52.297,2,web,Android,5430
185,feature_viewed,2025-03-01 02:45:52.317,2,mobile,iPhone,5106
572,feature_used,2025-03-11 02:45:52.317,2,mobile,chrome,5044
935,feature_clicked,2025-03-01 02:45:52.317,2,web,iPad,5421
636,feature_clicked,2025-03-14 02:45:52.333,2,web,chrome,5264
617,feature_viewed,2025-03-16 02:45:52.333,2,tablet,Android,5409
112,feature_viewed,2025-03-23 02:45:52.333,2,web,chrome,5399
873,feature_clicked,2025-03-22 02:45:52.360,2,web,iPhone,5233
415,feature_clicked,2025-02-27 02:45:52.360,2,mobile,iPhone,5309
495,feature_viewed,2025-03-20 02:45:52.360,2,tablet,iPhone,5084
543,feature_used,2025-03-16 02:45:52.360,2,web,iPad,5180
357,feature_viewed,2025-03-13 02:45:52.360,2,mobile,firefox,5156
929,feature_clicked,2025-03-02 02:45:52.363,2,mobile,chrome,5378
497,feature_clicked,2025-03-07 02:45:52.363,2,tablet,firefox,5180
739,feature_viewed,2025-02-28 02:45:52.363,2,tablet,chrome,5397
544,feature_clicked,2025-03-16 02:45:52.370,2,mobile,firefox,5408
131,feature_clicked,2025-03-09 02:45:52.373,2,tablet,iPad,5339
729,feature_viewed,2025-02-25 02:45:52.390,2,mobile,chrome,5393
389,feature_clicked,2025-03-21 02:45:52.407,2,mobile,iPad,5481
553,feature_used,2025-03-23 02:45:52.407,2,mobile,iPhone,5303
112,feature_viewed,2025-03-02 02:45:52.430,2,web,chrome,5410
650,feature_used,2025-03-04 02:45:52.450,2,mobile,chrome,5065
334,feature_viewed,2025-02-28 02:45:52.450,2,web,chrome,5232
796,feature_viewed,2025-02-26 02:45:52.450,2,tablet,Android,5209
606,feature_viewed,2025-03-25 02:45:52.467,2,web,chrome,5098
618,feature_viewed,2025-03-22 02:45:52.467,2,mobile,iPhone,5099
607,feature_used,2025-03-23 02:45:52.467,2,tablet,iPhone,5491
347,feature_used,2025-03-07 02:45:52.487,2,tablet,iPad,5160
851,feature_clicked,2025-03-08 02:45:52.487,2,mobile,iPhone,5476
313,feature_viewed,2025-03-02 02:45:52.490,2,web,Android,5271
714,feature_used,2025-03-02 02:45:52.490,2,mobile,chrome,5030
448,feature_used,2025-03-11 02:45:52.507,2,web,iPad,5288
539,feature_clicked,2025-03-02 02:45:52.510,2,web,firefox,5264
566,feature_viewed,2025-02-26 02:45:52.510,2,mobile,Android,5492
925,feature_viewed,2025-03-01 02:45:52.510,2,web,iPhone,5368
695,feature_viewed,2025-03-18 02:45:52.510,2,mobile,chrome,5167
613,feature_used,2025-02-26 02:45:52.510,2,web,iPhone,5444
200,feature_used,2025-03-03 02:45:52.510,2,mobile,firefox,5093
256,feature_used,2025-02-27 02:45:52.527,2,web,iPhone,5019
239,feature_clicked,2025-03-01 02:45:52.527,2,tablet,firefox,5447
677,feature_viewed,2025-03-07 02:45:52.530,2,web,iPhone,5138
997,feature_viewed,2025-03-09 02:45:52.530,2,mobile,chrome,5157
151,feature_viewed,2025-03-02 02:45:52.530,2,mobile,chrome,5011
327,feature_viewed,2025-03-25 02:45:52.550,2,mobile,firefox,5136
306,feature_viewed,2025-03-07 02:45:52.550,2,web,chrome,5463
202,feature_used,2025-03-01 02:45:52.550,2,web,chrome,5170
730,feature_clicked,2025-03-15 02:45:52.550,2,tablet,iPhone,5303
864,feature_viewed,2025-03-03 02:45:52.550,2,tablet,iPad,5370
940,feature_used,2025-03-24 02:45:52.550,2,tablet,Android,5356
645,feature_clicked,2025-03-20 02:45:52.550,2,web,iPhone,5347
